id_gastos_cobranza;Id_credito;parcialidad_actual;parcialidad_calculada;estatus;detalle;semana;periodo_inicio;periodo_fin;monto_local;nota_fecha_s2;nota_monto_s2;nota_indice_s2;cuota_id_cargo;cuota_fecha_vencimiento;cuota_concepto;metodo_calculo
230879;662043;63;64;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 10-2026";2026-03-02;2026-03-08;250.00;;;;64;2026-03-02;"CUOTA SEMANAL 64 DE 104";cuota_en_periodo_gdc
255154;662043;64;65;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 11-2026";2026-03-09;2026-03-15;250.00;;;;65;2026-03-09;"CUOTA SEMANAL 65 DE 104";cuota_en_periodo_gdc
279705;662043;64;66;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;66;2026-03-16;"CUOTA SEMANAL 66 DE 104";cuota_en_periodo_gdc
306056;662043;66;67;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;67;2026-03-23;"CUOTA SEMANAL 67 DE 104";cuota_en_periodo_gdc
327435;662043;67;68;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;68;2026-03-30;"CUOTA SEMANAL 68 DE 104";cuota_en_periodo_gdc
344774;662043;68;69;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;69;2026-04-06;"CUOTA SEMANAL 69 DE 104";cuota_en_periodo_gdc
361427;662043;12;70;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;70;2026-04-13;"CUOTA SEMANAL 70 DE 104";cuota_en_periodo_gdc
379129;662043;13;71;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;71;2026-04-20;"CUOTA SEMANAL 71 DE 104";cuota_en_periodo_gdc
132084;662045;59;60;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 06-2026";2026-02-02;2026-02-08;250.00;;;;60;2026-02-02;"CUOTA SEMANAL 60 DE 104";cuota_en_periodo_gdc
361428;662045;2;70;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;70;2026-04-13;"CUOTA SEMANAL 70 DE 104";cuota_en_periodo_gdc
7837;662157;59;59;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 5-2026";2026-01-26;2026-02-01;250.00;;;;59;2026-01-26;"CUOTA SEMANAL 59 DE 104";cuota_en_periodo_gdc
132086;662157;59;60;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 06-2026";2026-02-02;2026-02-08;250.00;;;;60;2026-02-02;"CUOTA SEMANAL 60 DE 104";cuota_en_periodo_gdc
155872;662157;60;61;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 07-2026";2026-02-09;2026-02-15;250.00;;;;61;2026-02-09;"CUOTA SEMANAL 61 DE 104";cuota_en_periodo_gdc
180313;662157;60;62;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 08-2026";2026-02-16;2026-02-22;250.00;;;;62;2026-02-16;"CUOTA SEMANAL 62 DE 104";cuota_en_periodo_gdc
205180;662157;61;63;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 09-2026";2026-02-23;2026-03-01;250.00;;;;63;2026-02-23;"CUOTA SEMANAL 63 DE 104";cuota_en_periodo_gdc
230881;662157;63;64;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 10-2026";2026-03-02;2026-03-08;250.00;;;;64;2026-03-02;"CUOTA SEMANAL 64 DE 104";cuota_en_periodo_gdc
255156;662157;64;65;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 11-2026";2026-03-09;2026-03-15;250.00;;;;65;2026-03-09;"CUOTA SEMANAL 65 DE 104";cuota_en_periodo_gdc
279707;662157;65;66;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;66;2026-03-16;"CUOTA SEMANAL 66 DE 104";cuota_en_periodo_gdc
306058;662157;66;67;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;67;2026-03-23;"CUOTA SEMANAL 67 DE 104";cuota_en_periodo_gdc
327436;662157;67;68;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;68;2026-03-30;"CUOTA SEMANAL 68 DE 104";cuota_en_periodo_gdc
344775;662157;68;69;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;69;2026-04-06;"CUOTA SEMANAL 69 DE 104";cuota_en_periodo_gdc
361429;662157;12;70;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;70;2026-04-13;"CUOTA SEMANAL 70 DE 104";cuota_en_periodo_gdc
379130;662157;13;71;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;71;2026-04-20;"CUOTA SEMANAL 71 DE 104";cuota_en_periodo_gdc
180314;662189;60;61;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 08-2026";2026-02-16;2026-02-22;250.00;;;;61;2026-02-16;"CUOTA SEMANAL 61 DE 104";cuota_en_periodo_gdc
205181;662189;61;62;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 09-2026";2026-02-23;2026-03-01;250.00;;;;62;2026-02-23;"CUOTA SEMANAL 62 DE 104";cuota_en_periodo_gdc
279708;662189;64;65;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;65;2026-03-16;"CUOTA SEMANAL 65 DE 104";cuota_en_periodo_gdc
7839;662205;58;58;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 5-2026";2026-01-26;2026-02-01;250.00;;;;58;2026-01-26;"CUOTA SEMANAL 58 DE 104";cuota_en_periodo_gdc
132088;662205;58;59;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 06-2026";2026-02-02;2026-02-08;250.00;;;;59;2026-02-02;"CUOTA SEMANAL 59 DE 104";cuota_en_periodo_gdc
155874;662205;59;60;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 07-2026";2026-02-09;2026-02-15;250.00;;;;60;2026-02-09;"CUOTA SEMANAL 60 DE 104";cuota_en_periodo_gdc
180316;662205;60;61;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 08-2026";2026-02-16;2026-02-22;250.00;;;;61;2026-02-16;"CUOTA SEMANAL 61 DE 104";cuota_en_periodo_gdc
205183;662205;61;62;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 09-2026";2026-02-23;2026-03-01;250.00;;;;62;2026-02-23;"CUOTA SEMANAL 62 DE 104";cuota_en_periodo_gdc
230883;662205;61;63;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 10-2026";2026-03-02;2026-03-08;250.00;;;;63;2026-03-02;"CUOTA SEMANAL 63 DE 104";cuota_en_periodo_gdc
255158;662205;61;64;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 11-2026";2026-03-09;2026-03-15;250.00;;;;64;2026-03-09;"CUOTA SEMANAL 64 DE 104";cuota_en_periodo_gdc
279710;662205;62;65;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;65;2026-03-16;"CUOTA SEMANAL 65 DE 104";cuota_en_periodo_gdc
306060;662205;63;66;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;66;2026-03-23;"CUOTA SEMANAL 66 DE 104";cuota_en_periodo_gdc
327437;662205;63;67;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;67;2026-03-30;"CUOTA SEMANAL 67 DE 104";cuota_en_periodo_gdc
344776;662205;64;68;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;68;2026-04-06;"CUOTA SEMANAL 68 DE 104";cuota_en_periodo_gdc
361430;662205;12;69;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;69;2026-04-13;"CUOTA SEMANAL 69 DE 104";cuota_en_periodo_gdc
379131;662205;13;70;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;70;2026-04-20;"CUOTA SEMANAL 70 DE 104";cuota_en_periodo_gdc
7842;662455;56;56;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 5-2026";2026-01-26;2026-02-01;250.00;;;;56;2026-01-26;"CUOTA SEMANAL 56 DE 156";cuota_en_periodo_gdc
155877;662455;57;58;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 07-2026";2026-02-09;2026-02-15;250.00;;;;58;2026-02-09;"CUOTA SEMANAL 58 DE 156";cuota_en_periodo_gdc
180319;662455;58;59;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 08-2026";2026-02-16;2026-02-22;250.00;;;;59;2026-02-16;"CUOTA SEMANAL 59 DE 156";cuota_en_periodo_gdc
205186;662455;59;60;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 09-2026";2026-02-23;2026-03-01;250.00;;;;60;2026-02-23;"CUOTA SEMANAL 60 DE 156";cuota_en_periodo_gdc
255161;662455;61;62;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 11-2026";2026-03-09;2026-03-15;250.00;;;;62;2026-03-09;"CUOTA SEMANAL 62 DE 156";cuota_en_periodo_gdc
306063;662455;63;64;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;64;2026-03-23;"CUOTA SEMANAL 64 DE 156";cuota_en_periodo_gdc
327438;662455;64;65;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;65;2026-03-30;"CUOTA SEMANAL 65 DE 156";cuota_en_periodo_gdc
344777;662455;65;66;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;66;2026-04-06;"CUOTA SEMANAL 66 DE 156";cuota_en_periodo_gdc
379132;662455;9;68;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;68;2026-04-20;"CUOTA SEMANAL 68 DE 156";cuota_en_periodo_gdc
7843;662468;58;58;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 5-2026";2026-01-26;2026-02-01;250.00;;;;58;2026-01-26;"CUOTA SEMANAL 58 DE 104";cuota_en_periodo_gdc
132091;662468;57;59;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 06-2026";2026-02-02;2026-02-08;250.00;;;;59;2026-02-02;"CUOTA SEMANAL 59 DE 104";cuota_en_periodo_gdc
155878;662468;58;60;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 07-2026";2026-02-09;2026-02-15;250.00;;;;60;2026-02-09;"CUOTA SEMANAL 60 DE 104";cuota_en_periodo_gdc
180320;662468;59;61;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 08-2026";2026-02-16;2026-02-22;250.00;;;;61;2026-02-16;"CUOTA SEMANAL 61 DE 104";cuota_en_periodo_gdc
205187;662468;60;62;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 09-2026";2026-02-23;2026-03-01;250.00;;;;62;2026-02-23;"CUOTA SEMANAL 62 DE 104";cuota_en_periodo_gdc
230886;662468;61;63;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 10-2026";2026-03-02;2026-03-08;250.00;;;;63;2026-03-02;"CUOTA SEMANAL 63 DE 104";cuota_en_periodo_gdc
255162;662468;62;64;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 11-2026";2026-03-09;2026-03-15;250.00;;;;64;2026-03-09;"CUOTA SEMANAL 64 DE 104";cuota_en_periodo_gdc
279713;662468;63;65;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;65;2026-03-16;"CUOTA SEMANAL 65 DE 104";cuota_en_periodo_gdc
306064;662468;64;66;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;66;2026-03-23;"CUOTA SEMANAL 66 DE 104";cuota_en_periodo_gdc
327439;662468;65;67;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;67;2026-03-30;"CUOTA SEMANAL 67 DE 104";cuota_en_periodo_gdc
344778;662468;66;68;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;68;2026-04-06;"CUOTA SEMANAL 68 DE 104";cuota_en_periodo_gdc
361431;662468;12;69;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;69;2026-04-13;"CUOTA SEMANAL 69 DE 104";cuota_en_periodo_gdc
379133;662468;13;70;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;70;2026-04-20;"CUOTA SEMANAL 70 DE 104";cuota_en_periodo_gdc
7844;662488;58;58;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 5-2026";2026-01-26;2026-02-01;250.00;;;;58;2026-01-26;"CUOTA SEMANAL 58 DE 104";cuota_en_periodo_gdc
132092;662488;57;59;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 06-2026";2026-02-02;2026-02-08;250.00;;;;59;2026-02-02;"CUOTA SEMANAL 59 DE 104";cuota_en_periodo_gdc
155879;662488;59;60;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 07-2026";2026-02-09;2026-02-15;250.00;;;;60;2026-02-09;"CUOTA SEMANAL 60 DE 104";cuota_en_periodo_gdc
180321;662488;59;61;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 08-2026";2026-02-16;2026-02-22;250.00;;;;61;2026-02-16;"CUOTA SEMANAL 61 DE 104";cuota_en_periodo_gdc
205188;662488;60;62;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 09-2026";2026-02-23;2026-03-01;250.00;;;;62;2026-02-23;"CUOTA SEMANAL 62 DE 104";cuota_en_periodo_gdc
230887;662488;61;63;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 10-2026";2026-03-02;2026-03-08;250.00;;;;63;2026-03-02;"CUOTA SEMANAL 63 DE 104";cuota_en_periodo_gdc
255163;662488;62;64;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 11-2026";2026-03-09;2026-03-15;250.00;;;;64;2026-03-09;"CUOTA SEMANAL 64 DE 104";cuota_en_periodo_gdc
279714;662488;64;65;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;65;2026-03-16;"CUOTA SEMANAL 65 DE 104";cuota_en_periodo_gdc
306065;662488;65;66;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;66;2026-03-23;"CUOTA SEMANAL 66 DE 104";cuota_en_periodo_gdc
327440;662488;66;67;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;67;2026-03-30;"CUOTA SEMANAL 67 DE 104";cuota_en_periodo_gdc
344779;662488;67;68;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;68;2026-04-06;"CUOTA SEMANAL 68 DE 104";cuota_en_periodo_gdc
361432;662488;12;69;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;69;2026-04-13;"CUOTA SEMANAL 69 DE 104";cuota_en_periodo_gdc
379134;662488;13;70;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;70;2026-04-20;"CUOTA SEMANAL 70 DE 104";cuota_en_periodo_gdc
155880;662492;59;60;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 07-2026";2026-02-09;2026-02-15;250.00;;;;60;2026-02-09;"CUOTA SEMANAL 60 DE 104";cuota_en_periodo_gdc
205189;662492;61;62;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 09-2026";2026-02-23;2026-03-01;250.00;;;;62;2026-02-23;"CUOTA SEMANAL 62 DE 104";cuota_en_periodo_gdc
344780;662492;67;68;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;68;2026-04-06;"CUOTA SEMANAL 68 DE 104";cuota_en_periodo_gdc
255165;662509;61;62;ok;"Requiere ajuste de parcialidad";"Semana 11-2026";2026-03-09;2026-03-15;250.00;2026-03-10;250.00;0;62;2026-03-09;"CUOTA SEMANAL 62 DE 104";cuota_en_periodo_gdc
7846;662529;58;58;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 5-2026";2026-01-26;2026-02-01;250.00;;;;58;2026-01-26;"CUOTA SEMANAL 58 DE 130";cuota_en_periodo_gdc
132094;662529;58;59;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 06-2026";2026-02-02;2026-02-08;250.00;;;;59;2026-02-02;"CUOTA SEMANAL 59 DE 130";cuota_en_periodo_gdc
155882;662529;59;60;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 07-2026";2026-02-09;2026-02-15;250.00;;;;60;2026-02-09;"CUOTA SEMANAL 60 DE 130";cuota_en_periodo_gdc
205191;662529;61;62;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 09-2026";2026-02-23;2026-03-01;250.00;;;;62;2026-02-23;"CUOTA SEMANAL 62 DE 130";cuota_en_periodo_gdc
230889;662529;62;63;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 10-2026";2026-03-02;2026-03-08;250.00;;;;63;2026-03-02;"CUOTA SEMANAL 63 DE 130";cuota_en_periodo_gdc
255166;662529;63;64;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 11-2026";2026-03-09;2026-03-15;250.00;;;;64;2026-03-09;"CUOTA SEMANAL 64 DE 130";cuota_en_periodo_gdc
279716;662529;64;65;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;65;2026-03-16;"CUOTA SEMANAL 65 DE 130";cuota_en_periodo_gdc
306067;662529;65;66;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;66;2026-03-23;"CUOTA SEMANAL 66 DE 130";cuota_en_periodo_gdc
327441;662529;66;67;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;67;2026-03-30;"CUOTA SEMANAL 67 DE 130";cuota_en_periodo_gdc
344781;662529;67;68;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;68;2026-04-06;"CUOTA SEMANAL 68 DE 130";cuota_en_periodo_gdc
361433;662529;11;69;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;69;2026-04-13;"CUOTA SEMANAL 69 DE 130";cuota_en_periodo_gdc
379135;662529;12;70;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;70;2026-04-20;"CUOTA SEMANAL 70 DE 130";cuota_en_periodo_gdc
7847;662597;59;59;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 5-2026";2026-01-26;2026-02-01;250.00;;;;59;2026-01-26;"CUOTA SEMANAL 59 DE 104";cuota_en_periodo_gdc
132095;662597;59;60;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 06-2026";2026-02-02;2026-02-08;250.00;;;;60;2026-02-02;"CUOTA SEMANAL 60 DE 104";cuota_en_periodo_gdc
155883;662597;60;61;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 07-2026";2026-02-09;2026-02-15;250.00;;;;61;2026-02-09;"CUOTA SEMANAL 61 DE 104";cuota_en_periodo_gdc
180323;662597;61;62;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 08-2026";2026-02-16;2026-02-22;250.00;;;;62;2026-02-16;"CUOTA SEMANAL 62 DE 104";cuota_en_periodo_gdc
205192;662597;62;63;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 09-2026";2026-02-23;2026-03-01;250.00;;;;63;2026-02-23;"CUOTA SEMANAL 63 DE 104";cuota_en_periodo_gdc
