id_gastos_cobranza;Id_credito;parcialidad_actual;parcialidad_calculada;estatus;detalle;semana;periodo_inicio;periodo_fin;monto_local;nota_fecha_s2;nota_monto_s2;nota_indice_s2;cuota_id_cargo;cuota_fecha_vencimiento;cuota_concepto;metodo_calculo
340189;1832352;3;4;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;4;2026-03-30;"CUOTA SEMANAL 4 DE 78";cuota_en_periodo_gdc
356555;1832352;4;5;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;5;2026-04-06;"CUOTA SEMANAL 5 DE 78";cuota_en_periodo_gdc
373979;1832352;5;6;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;6;2026-04-13;"CUOTA SEMANAL 6 DE 78";cuota_en_periodo_gdc
391259;1832352;6;7;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 17-2026";2026-04-20;2026-04-26;250.00;;;;7;2026-04-20;"CUOTA SEMANAL 7 DE 78";cuota_en_periodo_gdc
408943;1832352;7;8;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 18-2026";2026-04-27;2026-05-03;250.00;;;;8;2026-04-27;"CUOTA SEMANAL 8 DE 78";cuota_en_periodo_gdc
356556;1832363;3;4;ok;"Requiere ajuste de parcialidad";"Semana 15-2026";2026-04-06;2026-04-12;250.00;2026-04-08;250.00;0;4;2026-04-06;"CUOTA SEMANAL 4 DE 52";cuota_en_periodo_gdc
391260;1832363;2;6;ok;"Requiere ajuste de parcialidad";"Semana 17-2026";2026-04-20;2026-04-26;250.00;2026-04-21;250.00;1;6;2026-04-20;"CUOTA SEMANAL 6 DE 52";cuota_en_periodo_gdc
297136;1832379;1;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;2;2026-03-16;"CUOTA SEMANAL 2 DE 130";cuota_en_periodo_gdc
271088;1832389;0;1;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 11-2026";2026-03-09;2026-03-15;250.00;;;;1;2026-03-09;"CUOTA SEMANAL 1 DE 104";cuota_en_periodo_gdc
356557;1832432;4;5;ok;"Requiere ajuste de parcialidad";"Semana 15-2026";2026-04-06;2026-04-12;250.00;2026-04-08;250.00;0;5;2026-04-06;"CUOTA SEMANAL 5 DE 130";cuota_en_periodo_gdc
408944;1832432;2;8;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 18-2026";2026-04-27;2026-05-03;250.00;;;;8;2026-04-27;"CUOTA SEMANAL 8 DE 130";cuota_en_periodo_gdc
408945;1832436;1;8;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 18-2026";2026-04-27;2026-05-03;250.00;;;;8;2026-04-27;"CUOTA SEMANAL 8 DE 52";cuota_en_periodo_gdc
373980;1832501;1;6;ok;"Requiere ajuste de parcialidad";"Semana 16-2026";2026-04-13;2026-04-19;250.00;2026-04-14;250.00;0;6;2026-04-13;"CUOTA SEMANAL 6 DE 52";cuota_en_periodo_gdc
340190;1832511;3;4;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;4;2026-03-30;"CUOTA SEMANAL 4 DE 104";cuota_en_periodo_gdc
297137;1832531;1;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;2;2026-03-16;"CUOTA SEMANAL 2 DE 52";cuota_en_periodo_gdc
297138;1832533;0;1;ok;"Requiere ajuste de parcialidad";"Semana 12-2026";2026-03-16;2026-03-22;250.00;2026-03-17;250.00;0;1;2026-03-16;"CUOTA SEMANAL 1 DE 78";cuota_en_periodo_gdc
271089;1832577;0;1;ok;"Requiere ajuste de parcialidad";"Semana 11-2026";2026-03-09;2026-03-15;250.00;2026-03-10;250.00;0;1;2026-03-09;"CUOTA SEMANAL 1 DE 130";cuota_en_periodo_gdc
373981;1832577;2;6;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;6;2026-04-13;"CUOTA SEMANAL 6 DE 130";cuota_en_periodo_gdc
322650;1832602;1;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;2;2026-03-23;"CUOTA SEMANAL 2 DE 130";cuota_en_periodo_gdc
297139;1832759;1;2;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 12-2026";2026-03-16;2026-03-22;250.00;;;;2;2026-03-16;"CUOTA SEMANAL 2 DE 52";cuota_en_periodo_gdc
322651;1832759;2;3;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;3;2026-03-23;"CUOTA SEMANAL 3 DE 52";cuota_en_periodo_gdc
356558;1832813;2;3;ok;"Requiere ajuste de parcialidad";"Semana 15-2026";2026-04-06;2026-04-12;250.00;2026-04-07;250.00;0;3;2026-04-06;"CUOTA SEMANAL 3 DE 52";cuota_en_periodo_gdc
322652;1832820;2;3;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 13-2026";2026-03-23;2026-03-29;250.00;;;;3;2026-03-23;"CUOTA SEMANAL 3 DE 52";cuota_en_periodo_gdc
340191;1832820;3;4;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 14-2026";2026-03-30;2026-04-05;250.00;;;;4;2026-03-30;"CUOTA SEMANAL 4 DE 52";cuota_en_periodo_gdc
356559;1832820;4;5;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 15-2026";2026-04-06;2026-04-12;250.00;;;;5;2026-04-06;"CUOTA SEMANAL 5 DE 52";cuota_en_periodo_gdc
373982;1832820;4;6;sin_nota_s2;"No se encontro nota GDC S2 compatible";"Semana 16-2026";2026-04-13;2026-04-19;250.00;;;;6;2026-04-13;"CUOTA SEMANAL 6 DE 52";cuota_en_periodo_gdc
