fk_sucursal	distribuidor_id	sucursal	direccion_sucursal	coordenadas	latitud	longitud	activo
307	669	TVS BOCA DEL RIO	Calz. Costa Verde	NULL	19.1666600	-96.1158000	1
308	549	VENTO SAN ANDRES TUXTLA	Avenida Benito Juárez	NULL	18.4489409	-95.2122113	1
309	549	VENTO COATZACOALCOS	Avenida Ignacio Zaragoza	NULL	18.1488700	-94.4349000	1
310	549	VENTO MINATITLAN	Avenida Justo Sierra	NULL	17.9826324	-94.5432714	1
311	549	VENTO MARTINEZ DE LA TORRE	Rafael Martínez de la Torre	NULL	20.0617400	-97.0587700	1
312	549	VENTO POZA RICA	Calle Naranjo	NULL	20.5460968	-97.4578449	1
313	549	VENTO TUXPAN	Boulevard Jesús Reyes Heroles	NULL	20.9467420	-97.4286263	1
314	549	VENTO TEJERIA	Calzada Manuel De Jesús Clouthier	NULL	NULL	NULL	1
315	549	VENTO ACAYUCAN	Avenida Reforma	NULL	17.9491197	-94.9145444	1
316	663	BAJAJ CHAMPOTON	Av. Luis Donaldo Colosio	NULL	19.3395477	-90.7258771	1
317	663	BAJAJ SAN RAFAEL	AV PATRICIO TRUENA DE REGIL 131 SAN FRANCISCO DE CAMPECHE CP 24090	NULL	19.8285702	-90.5348821	1
318	594	ZOOM TONALA	Avenida Tonaltecas	NULL	20.6173000	-103.2500000	1
319	698	BAJAJ TECOMAN	Álvaro Obregón	NULL	18.9262892	-103.8848460	1
320	664	ITALIKA CD DEL CARMEN	AV. AVIACION	NULL	18.6308985	-91.8292943	1
321	664	ZMOTO CAMPECHE	AV. MIGUEL HIDALGO SN AVIACION SAN FRANCISCO DE FRANCISCO CP 24070	NULL	19.8301000	-90.5011000	1
322	664	ZMOTO CHAMPOTON	Paraíso	NULL	NULL	NULL	1
323	664	ZMOTO KANASIN	Calle 69	NULL	NULL	NULL	1
351	573	ITALIKA CORDOBA	C. 13	NULL	18.8900848	-96.9316532	1
352	573	ITALIKA TIERRA BLANCA	Av. Aquiles Serdán	NULL	18.4540781	-96.3486099	1
353	573	ITALIKA SAN ANDRES	Av. Benito Juárez	NULL	18.4458298	-95.2146546	1
354	573	ITALIKA XALAPA	Calle Ignacio de la Llave	NULL	19.5130100	-96.9075600	1
355	554	ZMOTO ORIZABA	Poniente 7	NULL	18.8488591	-97.1053150	1
356	573	HUATUSCO	Avenida 1 Poniente	NULL	19.1396000	-96.9720000	1
357	573	ZMOTO COSAMALOAPAN	Calle Belisario Domínguez, Cosamaloapan, Cosamaloapan de Carpio, Veracruz, 95400, México	18.36408286181433, -95.79554633119368	18.3640829	-95.7955463	1
358	573	ZMOTO VERACRUZ	Avenida Urano	NULL	19.1537241	-96.1142826	1
359	573	ZMOTO TIERRA BLANCA	Miguel Lerdo de Tejada 1504, Loma del Jazmin, 95150 Tierra Blanca, Ver.	NULL	18.4484576	-96.3503139	1
360	573	ZMOTO XALAPA	Calle Lázaro Cárdenas	NULL	19.5274284	-96.9257304	1
361	573	ZMOTO LERDO	Guadalupe Victoria	NULL	18.6261846	-95.5255198	1
362	573	ZMOTO TEHUACAN	C. 8 Sur	NULL	18.4579000	-97.4205000	1
364	549	VENTO VILLAHERMOSA	Av. Universidad	NULL	17.9631337	-92.9399053	1
365	549	VENTO CARDENAS 52	Lázaro Cárdenas del Río 1000, Centro	NULL	17.9858833	-93.3788117	1
366	963	HONDA PUEBLO NUEVO	Carretera Internacional	NULL	17.1190800	-96.7618200	1
367	963	HONDA TALON	Carretera Internacional 190 No. 210, Santa Lucía del Camino, Oaxaca, C.P. 71240	NULL	NULL	NULL	1
368	963	HONDA SAN ANTONIO	Primera Priv. de Símbolos Patrios	NULL	17.0254361	-96.7099264	1
369	963	HONDA HUAJUAPAN DE LEON	Calle Porfirio Díaz	NULL	17.8059903	-97.7750010	1
370	963	HONDA IXCOTEL	Avenida de las Américas	NULL	17.0698400	-96.7090600	1
371	963	HONDA PINOTEPA	Carretera Acapulco - Pinotepa Nacional	NULL	16.3497000	-98.0621000	1
372	963	HONDA SAN JACINTO	Monte Albán	NULL	17.0747000	-96.7472000	1
373	963	HONDA POCHUTLA	Calle Habillas Sur	NULL	15.7426387	-96.4698100	1
374	963	HONDA HUATULCO	Calle Pochote	NULL	15.7679944	-96.1406193	1
375	963	HONDA PUERTO ESCONDIDO	Puerto Ángel	NULL	NULL	NULL	1
377	604	VENTO COACALCO	Carlos Pichardo Cruz 37, San Rafael, 55719 San Francisco Coacalco, Méx.	NULL	19.6470700	-99.0861100	1
378	553	BAJAJ CIUDAD MENDOZA	Av. Hidalgo 305, Centro, Ciudad Mendoza, Veracruz, C.P. 94740	NULL	18.8036192	-97.1818293	1
379	865	MULTIMARCAS PIEDRAS NEGRAS	Av Santiago Cardenas # 805 Col: ISSSTE  Municipio: Piedras Negras Coahuila CP: 26070 (entre las calles Manualistas y Pérez Treviño)	NULL	NULL	NULL	1
381	744	MORELIA CAMPESTRE	NULL	NULL	NULL	NULL	1
382	779	ZMOTO FRONTERA	Gregorio Méndez	NULL	18.5280000	-92.6382000	1
386	552	ZMOTO TEXISTEPEC	Morelos	NULL	17.8956000	-94.8169000	1
387	1024	Motos Altas Montañas Coscomatepec	NACIONAL 70, COCOMATEPEC DE BRAVO, 94140, COSCOMATEPEC DE BRAVO, VER.	NULL	19.0716648	-97.0429295	1
388	595	NOVAMOTOS TENANCINGO	P.º de los Insurgentes S/N-Lote11, San Diego, 52410 San Diego, Méx.	NULL	18.9715615	-99.5864547	1
390	662	MULTIMARCAS MATEHUALA	Blvd. Carlos Lasso 1501, Col. República, Matehuala, San Luis Potosí, C.P. 78722	NULL	23.6437149	-100.6313381	1
391	549	JIUTEPEC	Blvd. Paseo Cuauhnáhuac Km 4.5, Tejalpa, 62570 Jiutepec, Mor.	NULL	18.9022000	-99.1669000	1
392	549	VENTO CUNDUACAN	C. Ruiz Cortines	NULL	18.0663072	-93.1711543	1
394	574	ZMOTO PLAYA VICENTE	Av. Independencia 210, Centro, Playa Vicente, Veracruz, C.P. 95600	NULL	17.8312600	-95.8145799	1
397	752	ITALIKA CHOLULA	Av. 12 Ote.	NULL	19.0767203	-98.2637521	1
398	740	ITALIKA GRANJAS	Calle 16 de Septiembre	NULL	18.9805449	-98.2337826	1
406	573	ITALIKA CUITLAHUAC	NULL	NULL	18.8167580	-96.7389260	1
407	553	BAJAJ LOMA BONITA	Av. 16 de Septiembre 145, Centro, Loma Bonita, Oaxaca, C.P. 68400	NULL	18.1112813	-95.8794900	1
410	549	VENTO COMALCALCO	Ignacio López Rayón	NULL	18.2486000	-93.2133000	1
412	663	BAJAJ CAMPECHE	Av. Gobernadores	NULL	19.8433900	-90.5272400	1
413	813	YAMAHA BOCA DEL RIO	Boulevard Cuauhtémoc Norte	NULL	19.1510200	-96.1142100	1
414	813	YAMAHA XALAPA	Av. Lázaro Cárdenas 1250, Col. Rafael Lucio, Xalapa, Veracruz, C.P. 91110	NULL	19.5576600	-96.9170200	1
415	813	YAMAHA CORDOBA	AV 11 1023, SAN HOSE, 94560, CORDOBA, VER	NULL	18.8891730	-96.9463550	1
417	832	VENTO GUADALUPE	Benito Juárez Oriente	NULL	25.6795800	-100.2505700	1
418	832	VENTO COLON	Avenida Cristóbal Colón	NULL	22.7435052	-98.9705270	1
419	832	VENTO LA FE	Avenida Rómulo Garza	NULL	25.6796728	-100.2513070	1
420	750	BAJAJ APIZACO	Carretera México-Veracruz	NULL	19.4171876	-98.1435423	1
422	550	DINAMO MTY	Benito Juárez	25.682295   -100.3133766	25.6822950	-100.3133766	1
427	867	BAJAJ XICOTEPEC	Boulevard Benito Juárez	NULL	20.2779202	-97.9644286	1
428	833	BAJAJ SIMBOLOS	Av. Símbolos Patrios	NULL	17.0392039	-96.7178103	1
429	833	BAJAJ TUTLA	Carretera Internacional	NULL	17.0939000	-96.6992300	1
430	833	BAJAJ CALZADA ATRUM	Calzada Héroes de Chapultepec	NULL	17.0392039	-96.7178103	1
431	833	BAJAJ DIAZ	Díaz Ordaz	NULL	NULL	NULL	1
432	813	YAMAHA MERIDA	Circuito Colonias	NULL	20.9281083	-89.6261108	1
435	553	BAJAJ MINATITLAN	Sebastián Lerdo de Tejada 44 B, Centro, 96344 Minatitlán, Ver.	NULL	17.9843523	-94.5452840	1
436	554	MULTIMARCAS AZUETA	Avenida Revolución	NULL	18.0746734	-95.7038409	1
437	553	BAJAJ COATZACOALCOS	Avenida Venustiano Carranza	NULL	18.1490300	-94.4164800	1
440	663	BAJAJ CHETUMAL	Avenida de los Héroes	NULL	18.5059824	-88.2948855	1
442	780	TVS VILLAHERMOSA	BOULEVARD ADOLFO RUIZ CORTINES	NULL	18.0016601	-92.9308096	1
443	963	HONDA GT MATRIZ	Av. Universidad 201, Col. Cinco Señores, Oaxaca de Juárez, Oaxaca, C.P. 68120	NULL	17.0527482	-96.7132840	1
444	740	ITALIKA OAXACA	Valerio Trujano	NULL	17.0481951	-96.7241174	1
445	740	ITALIKA ZAACHILA	Carretera a Puerto Escondido	NULL	16.9512700	-96.7520900	1
446	960	BAJAJ PUEBLO NUEVO	Carretera Internacional	NULL	17.1138000	-96.7571000	1
457	740	ZMOTOS SANTA ROSA	Carretera Internacional 190 Km 6.5, Santa Rosa Panzacola, Oaxaca de Juárez, Oaxaca, C.P. 68039	NULL	17.0697475	-96.7075921	1
458	833	SUZUKI SIMBOLOS	Av. Símbolos Patrios	NULL	17.0394996	-96.7178607	1
459	833	KTM SIMBOLOS	Av. Símbolos Patrios 1207, Col. Reforma Agraria, Oaxaca de Juárez, Oaxaca, C.P. 68130	NULL	17.0417700	-96.7201500	1
461	574	BAJAJ PLAYA VICENTE	Avenida Independencia	NULL	17.8247000	-95.8170000	1
463	744	BAJAJ CAMPESTRE	Perif. Paseo de la República 3280, Cinco de Diciembre, 58296 Morelia, Mich.	NULL	19.6873772	-101.1612561	1
464	747	TRECK MOROLEON	Av. Puebla	NULL	20.1258172	-101.1819831	1
468	992	TVS TEPIC	Avenida Tecnologico 2701, colonia Lagos del Country, Tepic 63175	NULL	21.4755996	-104.8623584	1
469	767	CARABELA VALLARTA	Calle Revolución	NULL	20.6750371	-105.1874011	1
471	881	BAJAJ SAN MIGUEL	Calzada de la Luz 42, Zona Centro, San Miguel de Allende, Gto, México	NULL	20.9197002	-100.7414525	1
473	728	MOTOMUNDI	Av. Federalismo Norte 1780, Col. Atemajac del Valle, Guadalajara, Jalisco, C.P. 44260	NULL	NULL	NULL	1
476	569	BAJAJ COACALCO	Av. José López Portillo SN-KM 29. 5, Guadalupe Victoria, 55010 Ecatepec de Morelos, Méx.	NULL	19.6254000	-99.0774000	1
477	663	BAJAJ ITZAES	Calle 86	NULL	20.9762500	-89.6400200	1
478	604	ATUL COACALCO	Carlos Pichardo Cruz 37-Local 125, San Rafael, 55719 San Francisco Coacalco, Méx.	NULL	19.6503342	-99.0829800	1
480	753	CIMA ADVENTURE	Lateral Sur del, Blvrd del Niño Poblano	NULL	19.0274684	-98.2299583	1
482	681	SUZUKI ATLIXCO	CARR. LIBRAMIENTO IZUCAR DE MATAMOROS	NULL	18.8948200	-98.4256000	1
483	636	BAJAJ JIUTEPEC	Avenida Centenario	NULL	18.9145800	-99.1657180	1
485	596	BAJAJ ZINACANTEPEC	Blvd. Solidaridad las Torres	NULL	19.2915638	-99.6709135	1
486	758	VENTO REFORMA	PERIFERICO PASEO DE LA REPUBLICA	NULL	19.6773940	-101.2308404	1
487	743	BAJAJ TOLUCA ALFREDO DEL MAZO	Via Alfredo del Mazo 540, Delegación San Lorenzo Tepaltitlán, 50010 San Lorenzo Tepaltitlán, Méx.	NULL	19.3013275	-99.6274529	1
491	733	HONDA VALLARTA	Calle Gabriele D'Annunzio, Jardines Vallarta, Zapopan, Región Centro, Jalisco, 45027, México	20.679845688881908, -103.42312571349245	20.6798457	-103.4231257	1
492	993	BAJAJ SANTIAGO IXCUINTLA	Av. México 210 Norte, Centro, Santiago Ixcuintla, Nayarit, C.P. 63300	NULL	21.8075000	-105.2087000	1
495	718	SUSUKI MOTOS POLANCO	Av. Ejército Nacional Mexicano	NULL	19.4328865	-99.1736658	1
496	760	CFMOTO ZAMORA	Avenida Virrey de Mendoza Oriente	NULL	19.9749600	-102.2858600	1
497	648	BAJAJ LOPEZ MATEOS	Av. Vía Adolfo López Mateos 22, Santa Cruz del Monte, 53110 Naucalpan de Juárez, Méx.	NULL	19.5159208	-99.2448259	1
499	682	HONDA COVENTRY MOTOS	Av. Primero de Mayo 125, Cumbria, 54740 Cuautitlán Izcalli, Méx.	NULL	19.6494434	-99.2087567	1
532	809	ZONTES HIDALGO	NULL	NULL	NULL	NULL	1
533	595	NOVAMOTOS ATLACOMULCO	PLAZA CUATRO FUENTES Boulevard Jorge Jiménez cantú, Mario Colin Sánchez esquina, Cuatro Milpas, 50455 Atlacomulco de Fabela, Méx.	NULL	19.7936940	-99.8873316	1
534	925	VENTO QUERETARO	Avenida Constituyentes	NULL	20.6169500	-100.3904100	1
536	683	BAJAJ LA RAZA	Calz. Vallejo 380, Porvenir, Azcapotzalco, 02940 Ciudad de México, CDMX	NULL	19.4712330	-99.1453957	1
538	637	ZMOTO CUAUTLA	Av. Insurgentes 235, Col. Emiliano Zapata, Cuautla, Morelos, C.P. 62744	NULL	18.8268493	-98.9498644	1
539	637	ZMOTO YAUTEPEC	Carretera Cuernavaca–Cuautla Km 31, Yautepec, Morelos, C.P. 62730	NULL	18.8911422	-99.0031267	1
540	646	KR BAJAJ PLAYA DEL CARMEN	AVENIDA 30 NORTE LTE 1 ESQQUINA CALLE 4, Calle 4 Nte	NULL	20.6331569	-87.0741226	1
541	646	KR BAJAJ CANCUN	AV TULUM , ESQ CALLE AGUA LT	NULL	21.1759979	-86.8275076	1
543	833	ATRUM MTY	Av Fidel Velázquez & C	NULL	NULL	NULL	1
544	726	TVS TABACHINES	1506, Calle Municipal, Jardines de Tabachines, Zapopan, Región Centro, Jalisco, 45188, México	20.73461225596464, -103.36281661971705	20.7346123	-103.3628166	1
546	622	BAJAJ LA VIGA	Calz. de la Viga	NULL	19.3885800	-99.1219000	1
547	744	MULTIMARCAS URUAPAN	Paseo Lázaro Cárdenas	NULL	19.4033400	-102.0566700	1
549	625	HONDA IXMIQUILPAN	Av. Insurgentes Ote.	NULL	20.4747984	-99.2120013	1
550	625	HONDA PACHUCA	AVE BENITO JUAREZ	NULL	20.1063000	-98.7521000	1
551	729	BAJAJ ZAMORA	Av. Virrey de Mendoza Ote.	NULL	19.9790300	-102.2964300	1
554	780	MF BAJAJ COMALCALCO	NULL	NULL	NULL	NULL	1
555	780	MF BAJAJ VILLAHERMOSA PERIFERICO	NULL	NULL	NULL	NULL	1
557	851	FUTUBIKER TEHUACAN	BOULEVARD SOCORRO ROMERO NO. 4407-C, COL. SAN LORENZO TEOTIPILCO, TEHUACAN, PUEBLA	NULL	18.4714720	-97.4316658	1
558	669	TVS TUXTEPEC	Av. Libertad	NULL	18.0866601	-96.1328672	1
561	760	CFMOTO LOS REYES	Calz. Rafael Ochoa de Montaño 680, Centro, Los Reyes de Salgado, Michoacán, C.P. 60300.	NULL	19.5763134	-102.4791021	1
564	665	DISTRIBUIDORA MOTBIC	Concordia	NULL	18.6078560	-90.7366110	1
565	785	TECNIMOTOS EDM TEAPA	Plaza La Sultana	NULL	17.5598179	-92.9482459	1
566	663	BAJAJ MERIDA ORIENTE	Calle 61	NULL	18.4745362	-97.3789983	1
572	554	MULTI ORIZABA	Oriente 6	NULL	18.8488591	-97.1053150	1
573	554	MULTI CORDOBA	AV 7	NULL	18.8942398	-96.9329604	1
575	554	MULTI COATZACOALCOS	NULL	NULL	NULL	NULL	1
576	554	MULTI LOMA BONITA	Av. Oaxaca 122, Centro, Loma Bonita, Oaxaca, C.P. 68400	NULL	18.1166769	-95.8744032	1
577	554	MULTI CD MENDOZA	Melchor Ocampo	NULL	18.8090000	-97.1749000	1
579	744	SUZUKI MORELIA	Periférico Paseo de la República	NULL	19.6892600	-101.1518900	1
586	1019	BAJAJ TEPATITLAN	Blvd. Anacleto González Flores Norte	NULL	20.8229092	-102.7503510	1
588	834	YAMAHA MONTERREY	Av. Pino Suárez	NULL	25.6780400	-100.3132900	1
589	729	BAJAJ CENTRO NUEVO LEON	701, Calle Reforma, Industrial, Monterrey, Nuevo León, 64490, México	25.68565692390964, -100.31842159054003	25.6856569	-100.3184216	1
590	960	BAJAJ CENTRO OAXACA	Díaz Ordaz	NULL	17.0585336	-96.7293961	1
592	606	SUZUKI COACALCO	Av. José López Portillo 195 A, San Lorenzo Tetlixtac, 55714 San Francisco Coacalco, Méx.	NULL	19.6289200	-99.0832400	1
593	1013	MOTOCO	Avenida 20 de Noviembre, El Fuerte, La Vastaguera, Ocotlán, Región Ciénega, Jalisco, 47795, México	20.330069, -102.774458	20.3300690	-102.7744580	1
594	624	BAJAJ XOCHIMILCO	Prol. División del Nte	NULL	19.2763000	-99.1217000	1
595	897	BAJAJ TLAJOMULCO	Calle Porfirio Díaz	NULL	20.4767200	-103.4505600	1
596	787	HONDA ZIHUATANEJO	Blvd. Paseo de Zihuatanejo Poniente 21, Col. El Limón, Zihuatanejo, Guerrero, C.P. 40880	NULL	17.6465689	-101.5531528	1
598	787	HONDA ARPIGHER	Blvd. Vicente Guerrero 52, Col. Ruffo Figueroa, Acapulco de Juárez, Guerrero, C.P. 39670	NULL	17.6465689	-101.5531528	1
600	1025	YAMAHA ORIZABA	Sur 53	NULL	18.8561600	-97.0738000	1
601	1025	TVS ORIZABA	Avenida Cri-Crí	NULL	18.8476498	-97.1028543	1
602	1025	KAWASAKI CORDOBA	Avenida 11	NULL	18.8952042	-96.9435034	1
603	920	SUZUKI SALTILLO	Blvd. Venustiano Carranza	NULL	25.4498100	-100.9878800	1
604	921	VENTO SALTILLO	Blvd. Venustiano Carranza	NULL	25.4517835	-100.9867900	1
605	835	KAWASAKI MONTERREY	Avenida Pino Suárez	NULL	25.6825200	-100.3186400	1
612	677	HONDA AZCAPOTZALCO	Miguel Lerdo de Tejada	NULL	19.4732924	-99.1971306	1
614	607	HONDA ARAGON	AV. CARLOS HANK GONZALEZ	NULL	19.5043600	-99.0402100	1
615	1042	BAJAJ MAZATLAN 2	Avenida Juan Carrasco	NULL	23.2144800	-106.4157000	1
619	871	BAJAJ SILAO	LIBRAMIENTO NORTE EXT	NULL	20.9540000	-101.4164000	1
622	594	ZOOM CORPORATIVO	Calz. Gral. Mariano Escobedo	NULL	19.4260365	-99.1788208	1
623	781	YAMAHA VILLAHERMOSA	Calle Sindicato de Agricultura, Colonia Magisterial, Villahermosa, Centro, Tabasco, 86040, México	18.00202194087562, -92.92899109184312	18.0020219	-92.9289911	1
625	734	CF MOTO EPICENTRA	AV VALLARTA EJE PONIENTE	NULL	20.7276587	-103.5416000	1
626	549	VENTO CHICOLOAPAN	México 136 15, Revolucion, 56390 Chicoloapan de Juárez, Méx.	NULL	19.4010100	-98.9296200	1
629	716	HONDA COMOTO MAZATLAN	Av. Juan Carrasco	NULL	23.2450800	-106.4386900	1
630	549	VENTO LA PASTORA	Av. Puerto Mazatlán	NULL	19.5271329	-99.1410646	1
631	684	BAJAJ GUSTAVO BAZ	Av. Dr. Gustavo Baz 44-Local A, Xocoyahualco, 54080 Tlalnepantla, Méx.	NULL	19.6425000	-98.9814000	1
632	668	BAJAJ CINTALAPA	Calle Primera Poniente Sur	NULL	16.6909000	-93.7216000	1
633	668	BAJAJ TONALA ALEJANDRA	AV. HIDALGO 148-B, LAS ANIMAS	NULL	20.6426000	-103.2770000	1
634	668	BAJAJ VILLAFLORES	1a sur entre 5 y 6 poniente, Col centro #127	NULL	16.6940051	-93.7228893	1
635	575	BAJAJ COSAMALOAPAN	Federal	NULL	18.3635500	-95.7984800	1
638	612	TRECK TOLUCA	Av Solidaridad las Torres No. 1154,Col. Ampliación Lázaro Cárdenas	NULL	19.2694915	-99.6477962	1
640	872	ASISSA OBREGON	C. 16 de Septiembre	NULL	21.1395878	-101.6850996	1
641	594	ZOOM NEZAHUALCOYOTL	Av. Dr. Gustavo Baz	NULL	19.4119069	-99.0216235	1
642	594	ZOOM REVOLUCION	Avenida Francisco Silva Romero	20.640818, -103.325970.	20.6408180	-103.3259700	1
643	561	ITALIKA MANZANILLO SURTI	Blvd. Miguel de la Madrid Hurtado 1250, Col. Salagua, Manzanillo, Colima, C.P. 28869	NULL	19.1196200	-104.3600800	1
644	561	ITALIKA TIZAPAN SURTIMOTO	Nacional Oriente	NULL	19.3470860	-99.1883536	1
645	561	ITALIKA ZAPOPAN SURTI MOTO	Avenida Patria	NULL	20.6982610	-103.4157220	1
646	738	ITALIKA VALLARTA	Calle Exiquio Corona	NULL	20.6584016	-105.2191660	1
647	738	ITALIKA LAS VARAS	15 de Septiembre	NULL	21.1849445	-105.1268508	1
648	738	ITALIKA SAN BLAS	Av. Juárez 88, Centro, San Blas, Nayarit, C.P. 63740	NULL	21.5409798	-105.2869222	1
649	738	ITALIKA TEPIC	Rey Nayar	NULL	21.4834770	-104.8816555	1
652	569	BAJAJ ANDENES	Avenida Azteca	NULL	25.6802247	-100.2437509	1
654	638	BAJAJ TEMIXCO	Avenida Adolfo López Mateos, Colonia Río Apatlaco, Temixco, Morelos, 62590, México	18.845122,-99.223690	18.8451220	-99.2236900	1
656	608	HONDA TECAMACHALCO	Fuente de Las Pirámides 13, Lomas de Tecamachalco, 53970 Naucalpan de Juárez, Méx.	NULL	19.4284000	-99.2290000	1
658	895	BICIMOTOS SANTIANGO	Calle 59	NULL	20.9701148	-89.6317109	1
660	591	TVS MOTOMANIA	C.	NULL	16.7518232	-93.1623296	1
661	591	TRECK MOTOMANIA	C 27	NULL	20.9742129	-89.5912978	1
662	754	HONDA PUEBLA NORTE	Blvrd Nte 2656, Las Hadas Mundial 86, 72070, Puebla, Pue	NULL	19.0291000	-98.2014000	1
663	561	ITALIKA MINERVA	Maria Montessori Stoppani, Avenida Ignacio L. Vallarta, Vallarta San Jorge, Guadalajara, Región Centro, Jalisco, 44690, México	20.674836765246443, -103.39503601534543	20.6748368	-103.3950360	1
664	558	BAJAJ LOMA BONITA OAX	Calle Veracruz	NULL	18.1112813	-95.8794900	1
665	558	MULTI MOTOCARS ISLA VERACRUZ	CALLE GENERAL ANAYA SN, COL CENTRO, 95641, ISLA VERACRUZ	NULL	18.0292331	-95.5294196	1
666	558	BAJAJ ISLA VERACRUZ	Carretera Pueblaâ€“Tlaxcala	NULL	18.0242435	-95.5345852	1
667	558	MULTI MOTOCARS LOMA BONITA OAXACA	Av. 16 de Septiembre 78, Centro, Loma Bonita, Oaxaca, C.P. 68400	NULL	18.1052552	-95.8796431	1
668	608	HONDA ATLIXCO	Blvd. 19 Oriente / Blvd. Niños Héroes	NULL	19.0701900	-98.1193200	1
669	744	BAJAJ PERIODISMO	Avenida Periodismo José Tocaven Lavín	NULL	19.6785733	-101.2255194	1
670	608	HONDA ECATEPEC	Av. José López Portillo	NULL	19.5372900	-99.0617400	1
671	692	BAJAJ EL SALTO	Heliodoro Hernández Loza	NULL	20.5137561	-103.1886703	1
672	703	SUZUKI IRAPUATO	Blvd. Paseo Solidaridad 11020, Col. CFE, Irapuato, Guanajuato, C.P. 36631	NULL	20.6823200	-101.3782700	1
673	703	SUZUKI LEON	Blvd. José María Morelos	NULL	21.1669700	-101.6520300	1
676	608	HONDA SATELITE	Perif. Blvd. Manuel Ávila Camacho 1895, Cd. Satélite, 53100 Naucalpan de Juárez, Méx.	NULL	19.5333300	-99.2202800	1
678	608	HONDA IZTAPALAPA	Av. Javier Rojo Gómez	NULL	19.3744500	-99.0787400	1
688	768	HONDA MOROLEON	Av. América	NULL	20.1263841	-101.1880298	1
689	708	TVS POLANCO	83, Calle Bahía de las Palmas, Verónica Anzures, Ciudad de México, Miguel Hidalgo, Ciudad de México, 11300, México	19.43394750366514, -99.17432611881705	19.4339475	-99.1743261	1
690	669	TVS TEJERIA	Carretera Federal	NULL	NULL	NULL	1
693	574	BAJAJ JUCHITAN	Tercera Felipe Pescador	NULL	NULL	NULL	1
695	576	ZMOTO SAN ANDRES TUXTLA	AV Juarez # 102 Col Centro, San Andres Tuxtla, Veracruz	NULL	18.4493121	-95.2129317	1
696	608	HONDA CUERNAVACA	José María Morelos	NULL	18.9104479	-99.2220569	1
697	716	TEPIC CENTRO	De los Insurgentes Pte.	NULL	21.5195059	-104.9182390	1
698	716	UPO ZAPOPAN	Avenida Aurelio Ortega, Los Maestros, Zapopan, Región Centro, Jalisco, 38901, México	20.72100739799802, -103.38645911586799	20.7210074	-103.3864591	1
700	692	VENTO OCOTLAN	NULL	NULL	20.3488934	-102.7752798	1
701	703	MINERVA	Avenida Cuauhtémoc	NULL	20.6745948	-103.3950652	1
702	703	COLIMA	Calle Justo Sierra, Jardines de las Lomas, Colima, Municipio de Colima, Colima, 28000, México	19.245786726670858, -103.71033467382057	19.2457867	-103.7103347	1
703	703	GONZALEZ GALLO	NULL	NULL	20.6564100	-103.3420600	1
704	703	MANZANILLO MOACCES	Av. Elías Zamora	NULL	19.1037260	-104.3089004	1
705	692	BAJAJ LA PIEDAD	Blvd. Lázaro Cárdenas	NULL	20.3450952	-102.0256883	1
711	704	BAJAJ CD GUZMAN	Calle Santos Degollado, Ciudad Guzmán, Zapotlán el Grande, Región Sur, Jalisco, 49063, México	19.70137039688364, -103.46167600440252	19.7013704	-103.4616760	1
716	567	MOTORKE GUAMUCHIL	NULL	NULL	NULL	NULL	1
718	546	BAJAJ ACAPULCO	Blvd. de las Naciones	NULL	16.7894668	-99.7977894	1
719	546	MULTIMARCAS CHILPANCINGO	AV. VICENTE GUERRERO 77, RUFFO FIGUEROA, 39020 CHILPANCINGO DE LOS BRAVO , GRO.	NULL	17.5533211	-99.4998070	1
720	660	URBAN MOTORS	Blvd. Mariano Matamoros	NULL	16.7530000	-93.1411000	1
725	979	Motos Altas Montañas Huatusco	AV. 1 PTE, MANUEL GOMEZ MORIN 250, 94100, HUATUSCO DE CHICUELLAR, VER.	NULL	19.1510239	-96.9705137	1
726	549	VENTO BOCA DEL RIO	Av Urano	NULL	19.1450158	-96.1113713	1
727	906	LA BARATA DEL HOGAR CANCUN	Arco Iris	NULL	NULL	NULL	1
729	769	BAJAJ ACAMBARO	Santos Degollado	NULL	20.0378872	-100.7153924	1
730	958	CARABELA XALAPA	Calle Nuevo León	NULL	19.5521586	-96.9256994	1
731	760	CF MOTOS MORELIA	Avenida Lázaro Cárdenas	NULL	19.6933798	-101.1786945	1
739	549	TECAMAC MACROPLAZA	Av. Bosques del Estado de México Manzana 001, Los Heroes Tecamac, 55764 Ciudad de México, Méx.	NULL	19.6182000	-99.0388000	1
741	733	HONDA SAN LUIS POTOSI	AVE VENUSTIANO CARRANZA	NULL	22.1491510	-101.0078220	1
743	747	TRECK MONTERREY	Villas del Uro	NULL	25.6736297	-100.3678817	1
744	717	CF MOTOS PTO VALLARTA EXTREME	Carretera a Tepic	NULL	20.6884000	-105.2506000	1
800	573	ZMOTO ORIZABA -B	Pte. 7	NULL	18.8426668	-97.1105155	1
802	873	EL BODEGON DEL HOGAR	San Elias, Celaya, Guanajuato, 38106, México	20.6448254290499, -100.84294175413282	20.6448254	-100.8429418	1
804	900	FACIMOTORS	Calle 78	NULL	21.2860111	-89.6623382	1
806	991	BENELLI TVS OAXACA	Av. Símbolos Patrios 1015, Col. Reforma Agraria, Oaxaca de Juárez, Oaxaca, C.P. 68130	NULL	17.0710372	-96.7458309	1
808	1043	SUZUKI MAZATLAN	Avenida Ejército Mexicano	NULL	23.2523700	-106.4371100	1
809	564	MIVASU DURANGO	Blvd. Felipe Pescador	NULL	24.0289256	-104.6657468	1
